artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.000,1.000,0.182,0.067,0.006,0.027,0.024,0.006,0.073,0.000,0.000,0.000,0.397,0.562,0.677,0.807,0.000,0.000,0.351,0.016
0.000,1.000,0.182,0.067,0.011,0.041,0.034,0.033,0.367,0.000,0.000,0.069,0.532,0.589,0.419,0.761,0.505,0.000,0.096,0.016
0.286,1.000,0.091,0.733,0.022,0.000,0.028,0.043,0.011,0.018,0.000,0.020,0.511,0.836,0.430,0.659,0.082,0.000,0.085,0.065
0.000,1.000,0.000,1.000,0.010,0.000,0.026,0.016,0.196,0.000,0.000,0.108,0.277,0.452,0.731,0.864,0.000,0.000,0.128,0.016
0.000,1.000,0.091,0.533,0.029,0.014,0.039,0.091,0.022,0.049,0.000,0.157,0.191,0.466,0.688,0.761,0.072,0.000,0.319,0.016
0.000,0.989,1.000,0.467,0.043,0.136,0.080,0.073,0.084,0.113,0.000,0.008,0.574,0.699,0.505,0.409,0.887,0.000,0.191,0.581
0.000,1.000,0.000,0.733,0.002,0.027,0.045,0.006,0.022,0.000,0.000,0.024,0.390,0.452,0.172,0.386,0.918,0.000,0.096,0.032
0.000,1.000,0.000,1.000,0.008,0.000,0.022,0.022,0.062,0.000,0.000,0.000,0.560,0.616,0.849,0.818,0.093,0.000,0.053,0.032
0.143,0.989,0.909,0.133,0.001,0.000,0.038,0.016,0.367,0.000,0.000,0.050,0.206,0.493,0.430,0.534,0.825,0.000,0.032,0.016
0.000,0.989,0.818,1.000,0.011,0.095,0.082,0.048,0.011,0.009,0.000,0.000,0.206,0.685,0.656,0.795,0.052,0.022,0.085,0.065
0.143,0.989,1.000,0.467,0.032,0.102,0.060,0.045,0.055,0.035,0.034,0.049,0.340,0.767,0.667,0.739,0.082,0.000,0.085,0.048
0.143,1.000,0.182,0.067,0.006,0.000,0.016,0.021,0.127,0.001,0.000,0.000,0.589,0.370,0.484,0.761,0.124,0.000,0.096,0.016
0.000,1.000,0.182,0.067,0.022,0.000,0.022,0.067,0.040,0.021,0.000,0.022,0.234,0.644,0.269,0.727,0.124,0.000,0.085,0.387
0.000,0.989,0.364,1.000,0.002,0.041,0.042,0.001,0.036,0.001,0.000,0.001,0.532,0.479,0.237,0.330,0.938,0.000,0.074,0.032
0.000,0.989,1.000,0.267,0.047,0.041,0.077,0.088,0.364,0.060,0.224,0.002,0.248,0.178,0.258,0.216,0.835,0.000,0.160,0.016
0.143,1.000,0.091,0.733,0.007,0.075,0.025,0.016,0.055,0.014,0.052,0.001,0.532,0.863,0.688,0.795,0.402,0.000,0.085,0.435
0.000,0.989,0.636,0.000,0.016,0.116,0.098,0.030,0.433,0.012,0.034,0.007,0.248,0.493,0.796,0.966,0.278,0.000,0.277,0.339
0.000,0.871,0.000,0.000,0.073,0.000,0.101,0.098,0.095,0.284,0.052,0.770,0.248,0.493,0.484,0.636,0.021,0.000,0.106,0.016
0.143,0.989,0.818,0.600,0.068,0.102,0.103,0.176,0.124,0.154,0.069,0.020,0.475,0.877,0.839,0.693,0.433,0.000,0.191,0.048
0.000,1.000,0.182,0.067,0.005,0.000,0.015,0.009,0.055,0.000,0.000,0.000,0.546,0.356,0.473,0.659,0.103,0.000,0.245,0.016
0.000,1.000,0.000,0.633,0.016,0.150,0.047,0.016,0.087,0.007,0.017,0.007,0.787,0.671,0.989,0.614,0.258,0.000,0.191,0.081
0.000,0.989,0.364,0.167,0.018,0.027,0.055,0.024,0.193,0.001,0.000,0.064,0.532,0.411,0.505,0.693,0.505,0.000,0.117,0.016
0.000,0.753,0.818,0.767,0.474,0.041,0.439,0.094,0.000,0.007,0.034,0.000,0.284,0.438,0.387,0.920,0.010,0.000,0.309,0.065
0.000,0.989,1.000,0.233,0.009,0.027,0.036,0.030,0.004,0.073,0.034,0.000,0.496,0.795,1.000,0.773,0.773,0.000,0.340,0.016
0.000,0.989,0.545,0.900,0.004,0.000,0.019,0.018,0.007,0.013,0.000,0.004,0.447,0.808,0.613,0.568,0.309,0.000,0.096,0.032
0.143,0.989,0.455,0.067,0.099,0.095,0.165,0.140,0.076,0.082,0.259,0.040,0.255,0.699,0.419,0.682,0.124,0.000,0.096,0.081
0.000,0.989,0.364,0.167,0.048,0.204,0.181,0.030,0.233,0.036,0.103,0.000,0.404,0.890,0.419,0.466,0.072,0.000,0.117,0.048
0.000,0.989,0.727,0.233,0.033,0.231,0.098,0.024,0.069,0.022,0.052,0.004,0.284,0.726,0.484,0.534,0.825,0.132,0.074,0.177
0.143,0.989,1.000,0.733,0.008,0.027,0.025,0.009,0.004,0.022,0.000,0.001,0.128,0.411,0.387,0.307,0.753,0.000,0.085,0.500
0.429,0.978,0.727,0.067,0.116,0.048,0.330,0.182,0.320,0.595,0.362,0.010,0.085,0.671,0.591,0.761,0.247,0.000,0.415,0.419
0.000,0.935,0.636,0.800,0.068,0.075,0.276,0.010,0.000,0.208,0.000,0.002,0.532,0.712,0.151,0.182,0.804,0.000,0.085,0.387
0.143,0.989,0.909,0.067,0.023,0.041,0.071,0.039,0.251,0.075,0.034,0.006,0.660,0.575,0.731,0.977,0.320,0.000,0.947,0.048
0.143,0.957,0.455,0.900,0.120,0.211,0.387,0.263,0.396,0.313,0.052,0.005,0.787,0.712,0.419,0.636,0.155,0.000,0.085,0.484
0.143,0.989,0.818,0.633,0.012,0.102,0.064,0.028,0.215,0.018,0.086,0.055,0.234,0.685,0.903,0.545,0.577,0.000,0.021,0.000
0.000,1.000,0.000,0.867,0.024,0.000,0.040,0.085,0.015,0.049,0.000,0.000,0.298,0.589,0.462,0.352,0.742,0.000,0.085,0.016
0.000,0.968,0.091,0.600,0.152,0.041,0.188,0.067,0.418,0.224,0.017,0.232,0.312,0.589,0.129,0.545,0.103,0.011,0.096,0.016
0.000,0.989,0.545,0.467,0.044,0.014,0.195,0.000,0.000,0.026,0.000,0.000,0.312,0.836,0.731,0.739,0.103,0.000,0.330,0.081
0.000,1.000,0.182,0.067,0.003,0.000,0.009,0.007,0.033,0.000,0.000,0.000,0.589,0.411,0.613,0.818,0.052,0.000,0.351,0.032
0.000,0.968,0.364,0.633,0.012,0.095,0.109,0.036,0.342,0.009,0.000,0.024,0.660,0.507,0.516,0.761,0.175,0.000,0.170,0.048
0.143,0.989,0.727,0.933,0.046,0.088,0.084,0.079,0.025,0.057,0.052,0.001,0.206,0.699,0.645,0.727,0.062,0.000,0.074,0.065
0.000,0.989,0.818,0.367,0.005,0.041,0.086,0.016,0.291,0.001,0.000,0.008,0.220,0.644,0.387,0.477,0.361,0.000,0.074,0.032
0.000,0.989,0.364,0.167,0.086,0.224,0.245,0.110,0.411,0.087,0.155,0.002,0.248,0.781,0.269,0.659,0.299,0.000,0.096,0.016
0.143,0.978,0.727,0.767,0.115,0.088,0.287,0.000,0.000,0.000,0.000,0.000,0.284,0.479,0.409,0.670,0.010,0.000,0.117,0.032
0.000,1.000,0.182,0.067,0.003,0.000,0.009,0.003,0.036,0.000,0.000,0.000,0.426,0.411,0.301,0.648,0.392,0.000,0.064,0.016
0.000,1.000,0.000,0.867,0.034,0.000,0.034,0.156,0.149,0.117,0.017,0.062,0.745,0.452,0.559,0.614,0.134,0.000,0.170,0.403
0.286,1.000,0.000,0.867,0.035,0.000,0.028,0.128,0.004,0.050,0.000,0.009,0.355,0.644,0.860,0.920,0.175,0.000,0.404,0.065
0.000,1.000,0.000,0.867,0.039,0.109,0.036,0.131,0.087,0.104,0.121,0.473,0.404,0.562,0.226,0.909,0.000,0.000,0.128,0.113
0.000,0.989,0.818,0.533,0.014,0.082,0.081,0.034,0.345,0.011,0.000,0.003,0.284,0.890,0.839,0.807,0.082,0.000,0.085,0.097
0.000,0.989,0.909,0.967,0.023,0.000,0.042,0.040,0.000,0.029,0.224,0.000,0.482,0.589,0.753,0.852,0.258,0.000,0.191,0.032
0.143,1.000,0.000,0.400,0.007,0.014,0.041,0.022,0.145,0.022,0.017,0.016,0.248,0.767,0.602,0.670,0.072,0.000,0.245,0.032
0.000,0.989,0.818,0.900,0.065,0.000,0.084,0.106,0.345,0.032,0.000,0.002,0.390,0.808,0.548,0.409,0.155,0.033,0.064,0.129
0.000,0.989,0.818,0.900,0.062,0.000,0.080,0.192,0.113,0.218,0.017,0.043,0.794,0.027,0.140,0.239,0.928,0.000,0.106,0.016
0.000,0.989,0.727,0.700,0.049,0.000,0.090,0.168,0.062,0.214,0.000,0.201,0.546,0.562,0.290,0.716,0.155,0.000,0.064,0.048
0.000,0.925,0.909,0.100,0.056,0.109,0.130,0.070,0.218,0.089,0.207,0.130,0.560,0.466,0.462,0.852,0.010,0.011,0.521,0.032
0.143,0.957,0.273,0.367,0.080,0.000,0.288,0.168,0.335,0.266,0.000,0.001,0.390,0.575,0.817,0.875,0.093,0.000,0.170,0.129
0.000,0.925,0.727,0.867,0.009,0.000,0.033,0.013,0.004,0.012,0.069,0.003,0.496,0.945,0.742,0.477,0.567,0.000,0.128,0.065
0.000,0.989,0.091,0.267,0.075,0.068,0.120,0.159,0.160,0.770,0.379,0.000,0.298,0.795,0.839,0.784,0.392,0.000,0.096,0.032
0.714,0.989,1.000,0.700,0.002,0.027,0.000,0.019,0.284,0.002,0.000,0.000,0.284,0.808,0.624,0.739,0.103,0.000,0.319,0.081
0.143,0.989,0.909,0.800,0.025,0.000,0.050,0.018,0.004,0.011,0.000,0.008,0.305,0.288,0.366,0.773,0.093,0.000,0.064,0.290
0.000,0.914,0.000,0.000,0.337,0.027,0.213,0.103,0.276,0.344,0.000,0.000,0.582,0.384,0.624,0.795,0.227,0.143,0.117,0.016
0.286,0.989,0.909,0.633,0.016,0.136,0.087,0.016,0.284,0.036,0.000,0.022,0.355,0.658,0.323,0.898,0.165,0.000,0.436,0.032
0.143,0.989,0.273,0.667,0.090,0.061,0.164,0.185,0.240,0.218,0.224,0.001,0.773,0.644,0.570,0.625,0.237,0.000,0.053,0.484
0.286,1.000,0.000,0.367,0.012,0.041,0.033,0.049,0.025,0.054,0.034,0.000,0.177,0.616,0.849,0.705,0.031,0.000,0.298,0.097
0.000,0.989,0.545,0.667,0.056,0.014,0.091,0.101,0.324,0.067,0.000,0.026,0.539,0.247,0.054,0.182,0.866,0.011,0.117,0.032
0.000,0.903,0.000,0.000,0.330,0.020,0.434,0.202,0.087,0.002,0.000,0.031,0.121,0.616,0.495,0.455,0.577,0.000,0.053,0.032
0.000,0.968,0.182,0.633,0.116,0.048,0.351,0.122,0.004,0.237,0.000,0.002,0.191,0.329,0.226,0.386,0.639,0.000,0.309,0.016
0.714,0.989,1.000,0.367,0.002,0.027,0.038,0.031,0.287,0.002,0.000,0.000,0.362,0.740,0.656,0.807,0.062,0.000,0.128,0.032
0.143,0.935,0.455,0.033,0.523,0.068,0.512,0.799,0.444,0.003,0.103,0.000,0.418,0.767,0.591,0.875,0.041,0.000,0.053,0.145
0.000,1.000,0.000,0.867,0.006,0.000,0.029,0.018,0.204,0.013,0.000,0.014,0.426,0.658,0.849,0.909,0.010,0.000,0.149,0.113
0.000,0.989,0.636,0.600,0.037,0.109,0.149,0.085,0.433,0.079,0.017,0.014,0.177,0.781,0.720,0.682,0.021,0.000,0.255,0.129
0.286,0.989,0.273,0.867,0.103,0.095,0.150,0.190,0.305,0.077,0.000,0.037,0.128,0.315,0.323,0.625,0.320,0.000,0.043,0.516
0.000,0.957,0.818,1.000,0.512,0.000,0.622,0.792,0.280,0.002,0.052,0.008,0.418,0.767,0.688,0.795,0.010,0.000,0.074,0.097
0.000,0.903,0.636,0.233,0.033,0.095,0.175,0.001,0.033,0.003,0.000,0.000,0.532,0.479,0.000,0.580,0.072,0.451,0.053,0.016
0.143,0.989,0.727,0.500,0.027,0.027,0.060,0.040,0.233,0.068,0.017,0.004,0.631,0.562,0.613,0.932,0.155,0.000,0.734,0.032
0.143,0.978,0.545,0.733,0.251,0.000,0.490,0.446,0.171,0.708,0.000,0.000,0.603,0.699,0.914,0.693,0.021,0.000,0.021,0.065
0.000,0.968,0.000,0.300,0.076,0.054,0.235,0.116,0.076,0.246,0.017,0.055,0.858,0.247,0.054,0.591,0.021,0.000,0.096,0.048
0.000,0.914,0.273,0.700,0.057,0.041,0.154,0.064,0.193,0.138,0.017,0.034,0.716,0.233,0.204,0.443,0.052,0.000,0.096,0.016
0.143,0.989,0.727,0.700,0.056,0.082,0.082,0.080,0.116,0.068,0.034,0.000,0.298,0.877,0.172,0.841,0.000,0.044,0.298,0.113
0.286,0.989,0.727,0.267,0.016,0.000,0.047,0.021,0.004,0.051,0.000,0.000,0.156,0.877,0.516,0.489,0.320,0.000,0.266,0.355
0.000,0.989,0.636,0.133,0.040,0.102,0.077,0.107,0.353,0.060,0.000,0.162,0.121,0.233,0.376,0.625,0.216,0.000,0.043,0.081
0.000,0.989,1.000,0.267,0.027,0.000,0.044,0.033,0.185,0.012,0.000,0.000,0.348,0.315,0.602,0.216,0.938,0.000,0.191,0.032
0.000,0.989,0.909,0.100,0.032,0.000,0.067,0.057,0.164,0.037,0.276,0.000,0.589,0.329,0.118,0.489,0.392,0.143,0.277,0.048
0.000,0.989,0.545,0.633,0.078,0.299,0.130,0.085,0.160,0.188,0.017,0.012,0.532,0.932,1.000,0.545,0.392,0.000,0.394,0.435
0.000,0.989,0.818,0.067,0.019,0.000,0.046,0.013,0.000,0.015,0.000,0.001,0.255,0.918,0.774,0.818,0.155,0.264,0.319,0.065
0.286,0.989,0.000,0.533,0.053,0.000,0.021,0.058,0.164,0.028,0.000,0.001,0.532,0.795,0.022,0.852,0.052,0.253,0.032,0.065
0.286,0.989,1.000,0.033,0.030,0.000,0.053,0.018,0.080,0.012,0.000,0.002,0.163,0.356,0.215,0.648,0.196,0.000,0.160,0.435
0.000,0.978,0.455,0.100,0.182,0.190,0.340,0.179,0.313,0.168,0.069,0.000,0.816,0.562,0.430,0.636,0.289,0.000,0.117,0.161
0.000,0.989,0.636,0.367,0.091,0.000,0.116,0.155,0.062,0.078,0.155,0.002,0.482,0.986,0.935,0.909,0.062,0.000,0.298,0.355
0.000,0.591,0.727,0.500,0.412,0.000,0.277,0.174,0.004,0.694,0.052,0.000,0.305,0.548,0.172,0.523,0.742,0.000,0.032,0.065
0.000,0.462,0.000,0.133,0.003,0.000,0.226,0.000,0.000,0.005,0.000,0.000,0.106,0.219,0.215,0.386,0.402,0.000,0.213,0.016
0.000,0.989,0.636,0.333,0.012,0.000,0.054,0.021,0.004,0.017,0.000,0.002,0.071,0.781,0.452,0.602,0.031,0.066,0.085,0.710
0.143,0.978,0.545,0.967,0.199,0.299,0.263,0.354,0.444,0.572,0.293,0.061,0.397,0.603,0.237,0.625,0.536,0.000,0.149,0.129
0.143,0.989,0.727,0.900,0.030,0.000,0.058,0.051,0.196,0.035,0.000,0.002,0.532,0.479,0.140,0.602,0.186,0.000,0.181,0.097
0.000,0.968,0.727,0.067,0.241,0.054,0.420,0.512,0.353,0.970,0.259,0.000,0.433,0.795,0.591,0.920,0.052,0.000,0.351,0.016
0.000,0.989,0.818,0.367,0.010,0.027,0.057,0.057,0.367,0.027,0.000,0.000,0.262,0.479,0.269,0.966,0.000,0.000,0.064,0.145
0.000,0.989,0.273,0.233,0.047,0.000,0.062,0.104,0.000,0.050,0.000,0.000,0.121,0.644,0.290,0.284,0.619,0.011,0.085,0.032
0.000,0.968,1.000,0.767,0.197,0.014,0.223,0.198,0.396,0.187,0.017,0.010,0.397,0.315,0.527,0.784,0.237,0.000,0.734,0.065
0.143,0.968,0.182,0.867,0.300,0.054,0.487,0.295,0.047,0.559,0.000,0.063,0.270,0.644,0.946,0.841,0.010,0.000,0.043,0.065
0.000,0.978,0.455,0.800,0.178,0.000,0.359,0.301,0.182,0.475,0.069,0.000,0.305,0.808,0.903,0.761,0.093,0.000,0.096,0.113
0.000,0.989,0.727,0.433,0.013,0.048,0.049,0.003,0.015,0.006,0.000,0.000,0.142,0.575,0.344,0.432,0.320,0.000,0.096,0.129
0.143,0.989,0.182,0.433,0.146,0.190,0.125,0.257,0.287,0.180,0.000,0.176,0.426,0.836,0.710,0.682,0.010,0.000,0.021,0.048
0.000,0.989,0.818,0.667,0.047,0.014,0.094,0.012,0.065,0.021,0.000,0.001,0.390,0.630,0.387,0.341,0.423,0.000,0.106,0.065
0.286,0.989,0.545,0.533,0.005,0.041,0.099,0.039,0.356,0.004,0.000,0.000,0.206,0.479,0.430,0.545,0.588,0.000,0.074,0.016
0.286,0.000,0.000,0.000,0.006,0.000,0.024,0.006,0.000,0.014,0.000,0.000,0.461,0.575,0.484,0.807,0.227,0.044,0.043,0.048
0.143,0.882,0.000,0.000,0.267,0.027,0.399,0.083,0.138,0.002,0.017,0.000,0.319,0.699,0.505,0.739,0.021,0.000,0.277,0.032
0.000,0.688,0.818,0.900,0.485,0.000,0.391,0.576,0.480,0.002,0.000,0.000,0.603,0.151,0.312,0.614,0.165,0.000,0.043,0.032
0.000,0.581,0.000,0.000,0.418,0.000,0.313,0.408,0.404,0.001,0.000,0.000,0.298,0.699,0.903,0.636,0.289,0.000,0.457,0.016
0.000,0.301,0.000,0.000,0.283,0.000,0.208,0.284,0.611,0.211,0.000,0.000,0.532,0.644,0.871,0.364,0.732,0.000,0.447,0.048
0.000,0.290,0.000,0.000,0.195,0.000,0.200,0.246,0.360,0.107,0.000,0.000,0.383,0.699,0.796,0.318,0.866,0.000,0.032,0.016
0.000,0.871,0.818,0.433,0.233,0.000,0.218,0.052,0.000,0.564,0.000,0.000,0.199,0.164,0.366,0.159,0.938,0.000,0.277,0.016
0.000,0.892,1.000,0.400,0.177,0.000,0.225,0.344,0.385,0.451,0.000,0.000,0.482,0.315,0.527,0.614,0.052,0.000,0.287,0.258
0.000,0.355,0.818,0.433,0.167,0.000,0.179,0.271,0.389,0.164,0.000,0.001,0.972,0.014,0.774,0.580,0.794,0.000,0.096,0.032
0.000,0.312,0.909,0.500,0.123,0.000,0.121,0.131,0.004,0.284,0.000,0.000,0.489,0.301,0.731,0.170,0.938,0.000,0.160,0.032
0.000,0.935,0.000,0.000,0.097,0.000,0.186,0.126,0.400,0.513,0.000,0.000,0.284,0.671,0.312,0.477,0.495,0.000,0.064,0.016
0.000,0.892,0.818,0.800,0.124,0.000,0.131,0.214,0.360,0.258,0.000,0.000,0.674,0.384,0.699,0.818,0.000,0.000,0.191,0.048
0.000,0.430,0.909,0.000,0.071,0.000,0.140,0.031,0.011,0.010,0.000,0.000,0.589,0.370,0.989,0.830,0.485,0.000,0.330,0.032
0.000,0.871,0.818,0.433,0.144,0.000,0.129,0.007,0.000,0.299,0.000,0.000,0.610,0.575,0.710,0.432,0.897,0.000,0.064,0.032
0.000,0.871,0.000,0.000,0.181,0.000,0.170,0.290,0.404,0.318,0.000,0.000,0.688,0.603,0.903,0.511,0.526,0.000,0.064,0.032
0.000,0.355,0.909,0.700,0.191,0.000,0.109,0.170,0.269,0.269,0.000,0.000,0.191,0.411,0.860,0.773,0.412,0.000,0.309,0.016
0.000,0.989,1.000,0.267,0.018,0.000,0.027,0.007,0.113,0.001,0.000,0.000,0.617,0.575,0.333,0.636,0.454,0.198,0.191,0.081
0.000,0.989,1.000,0.267,0.021,0.000,0.030,0.024,0.229,0.008,0.000,0.000,0.000,0.658,0.548,0.193,0.876,0.000,0.106,0.097
0.429,0.441,1.000,0.000,0.204,0.000,0.124,0.193,0.004,0.400,0.000,0.000,0.582,0.137,0.376,0.591,0.330,0.000,0.787,0.016
0.143,0.989,1.000,0.233,0.019,0.000,0.025,0.010,0.105,0.003,0.000,0.000,0.603,0.685,0.720,0.682,0.546,0.000,0.309,0.113
0.000,0.237,0.000,0.000,0.149,0.000,0.107,0.161,0.436,0.075,0.000,0.000,0.532,0.603,0.828,0.307,0.660,0.000,0.128,0.016
0.000,0.172,0.909,0.000,0.217,0.000,0.105,0.208,0.262,0.258,0.000,0.000,0.525,0.178,0.194,0.068,0.866,0.000,0.085,0.032
0.000,0.527,0.909,0.500,0.031,0.000,0.109,0.001,0.000,0.030,0.000,0.000,0.213,0.712,0.753,0.557,0.371,0.000,0.064,0.016
0.000,0.581,0.909,0.800,0.267,0.000,0.130,0.311,0.109,0.461,0.000,0.000,0.355,0.507,0.204,0.545,0.000,0.022,0.255,0.016
0.143,0.989,1.000,0.267,0.030,0.000,0.030,0.024,0.073,0.004,0.000,0.000,0.426,0.534,0.591,0.386,0.866,0.033,0.085,0.048
0.000,0.989,1.000,0.267,0.017,0.000,0.024,0.009,0.076,0.003,0.000,0.000,0.078,0.507,0.161,0.125,0.804,0.000,0.085,0.048
0.000,0.581,0.000,0.000,0.020,0.000,0.095,0.134,0.127,0.005,0.000,0.000,0.255,0.671,0.935,0.886,0.144,0.000,0.106,0.016
0.143,0.215,0.000,0.000,0.200,0.000,0.128,0.188,0.393,0.417,0.000,0.000,0.553,0.507,0.882,0.261,0.907,0.000,0.330,0.065
0.000,0.989,1.000,0.267,0.015,0.000,0.020,0.009,0.065,0.001,0.000,0.000,0.383,0.384,0.505,0.648,0.691,0.000,0.064,0.339
0.143,0.989,1.000,0.233,0.026,0.027,0.042,0.019,0.316,0.017,0.000,0.048,0.092,0.603,0.194,0.568,0.784,0.011,0.128,0.226
0.286,0.129,0.000,0.000,0.225,0.000,0.107,0.109,0.287,0.126,0.000,0.000,0.220,0.000,0.161,0.182,0.938,0.000,0.394,0.016
0.000,0.602,0.000,0.000,0.016,0.000,0.116,0.074,0.000,0.006,0.000,0.000,0.816,0.384,0.892,0.557,0.371,0.000,0.160,0.032
0.000,0.355,0.909,0.700,0.172,0.000,0.066,0.180,0.211,0.218,0.000,0.000,0.433,0.151,0.333,0.761,0.402,0.000,0.053,0.048
0.000,0.989,1.000,0.267,0.016,0.000,0.018,0.004,0.062,0.002,0.000,0.000,0.603,0.274,0.409,0.398,0.588,0.000,0.128,0.065
0.000,0.989,1.000,0.267,0.018,0.000,0.018,0.007,0.033,0.001,0.000,0.000,0.177,0.411,0.462,0.739,0.093,0.000,0.330,0.032
0.000,0.989,1.000,0.267,0.015,0.000,0.017,0.021,0.080,0.000,0.000,0.000,0.674,0.671,0.796,0.670,0.289,0.000,0.085,0.161
0.143,0.935,0.909,0.300,0.041,0.000,0.037,0.107,0.327,0.145,0.000,0.000,0.348,0.493,0.602,0.966,0.247,0.000,0.074,0.032
0.286,0.301,0.000,0.000,0.118,0.000,0.080,0.132,0.142,0.162,0.000,0.000,0.340,0.685,0.731,0.261,0.794,0.000,0.128,0.048
0.000,0.753,0.909,0.200,0.131,0.000,0.070,0.171,0.193,0.294,0.000,0.000,0.582,0.603,0.699,0.716,0.175,0.000,0.170,0.016
0.143,0.989,0.909,0.100,0.005,0.014,0.037,0.015,0.022,0.007,0.017,0.009,0.248,0.644,0.946,0.568,0.031,0.000,0.074,0.016
0.000,0.989,1.000,0.033,0.006,0.014,0.037,0.003,0.269,0.014,0.000,0.002,0.638,0.356,0.409,0.773,0.031,0.000,0.096,0.113
0.000,0.978,1.000,0.067,0.077,0.000,0.096,0.098,0.349,0.044,0.000,0.000,0.298,0.425,0.398,0.341,0.526,0.000,0.085,0.226
0.143,0.989,1.000,0.033,0.016,0.000,0.030,0.004,0.025,0.010,0.000,0.000,0.333,0.781,0.118,0.511,0.093,0.000,0.372,0.048
0.000,0.989,0.818,1.000,0.010,0.000,0.081,0.001,0.000,0.018,0.000,0.025,0.716,0.644,0.570,0.545,0.093,0.220,0.085,0.081
0.000,0.312,0.000,0.000,0.062,0.000,0.034,0.097,0.142,0.042,0.000,0.000,0.298,0.630,0.989,0.307,0.835,0.000,0.053,0.032
0.000,0.989,1.000,0.267,0.015,0.000,0.015,0.009,0.040,0.003,0.000,0.000,0.113,0.329,0.312,0.670,0.247,0.000,0.202,0.581
0.000,0.989,1.000,0.267,0.016,0.000,0.015,0.003,0.051,0.002,0.000,0.000,0.603,0.767,0.785,0.420,0.052,0.000,0.085,0.081
0.143,0.989,0.818,0.667,0.045,0.000,0.087,0.049,0.207,0.031,0.000,0.012,0.319,0.589,0.161,0.261,0.711,0.000,0.096,0.032
0.000,0.989,0.818,0.667,0.043,0.000,0.086,0.018,0.058,0.014,0.000,0.000,0.305,0.562,0.000,0.352,0.062,0.000,0.074,0.065
0.429,0.989,0.727,0.900,0.018,0.000,0.031,0.031,0.000,0.045,0.000,0.000,0.461,0.904,0.473,0.739,0.309,0.000,0.043,0.548
0.000,0.989,0.818,0.667,0.050,0.000,0.089,0.058,0.127,0.023,0.034,0.000,0.702,0.644,0.376,0.534,0.062,0.000,0.064,0.081
0.143,0.989,0.364,0.167,0.046,0.136,0.164,0.040,0.280,0.023,0.034,0.000,0.348,0.781,0.409,0.670,0.021,0.000,0.670,0.032
0.143,0.806,0.727,0.633,0.048,0.000,0.049,0.161,0.204,0.031,0.000,0.000,0.199,0.548,0.957,0.898,0.010,0.000,0.096,0.032
0.143,0.978,0.455,0.800,0.128,0.231,0.219,0.124,0.211,0.131,0.121,0.000,0.177,0.877,0.505,0.682,0.371,0.000,0.064,0.097
0.000,0.989,1.000,0.233,0.013,0.000,0.013,0.000,0.033,0.002,0.000,0.000,0.447,0.301,0.333,0.670,0.804,0.000,0.383,0.097
0.143,0.989,0.364,0.167,0.060,0.027,0.166,0.057,0.233,0.038,0.052,0.038,0.227,0.822,0.462,0.807,0.021,0.000,0.223,0.113
0.000,0.301,0.000,0.000,0.162,0.000,0.066,0.179,0.109,0.053,0.000,0.001,0.617,0.630,0.968,0.705,0.814,0.000,0.043,0.097
0.000,0.290,0.000,0.000,0.081,0.000,0.048,0.048,0.011,0.067,0.000,0.000,0.780,0.384,0.968,0.284,0.753,0.000,0.074,0.048
0.000,0.989,1.000,0.267,0.012,0.000,0.014,0.003,0.055,0.001,0.000,0.000,0.362,0.521,0.473,0.523,0.691,0.000,0.138,0.097
0.143,0.989,1.000,0.033,0.007,0.000,0.021,0.003,0.007,0.006,0.000,0.002,0.106,0.137,0.505,0.568,0.784,0.000,0.436,0.065
0.143,0.989,0.636,0.800,0.062,0.088,0.087,0.058,0.182,0.059,0.052,0.001,0.199,0.548,0.323,0.875,0.268,0.000,0.191,0.597
0.000,0.978,0.636,0.400,0.136,0.000,0.272,0.253,0.044,0.590,0.310,0.000,0.404,0.644,0.409,0.511,0.309,0.000,0.362,0.048
0.000,0.989,0.000,0.200,0.083,0.000,0.088,0.121,0.280,0.137,0.000,0.000,0.404,0.644,0.935,0.795,0.031,0.000,0.043,0.129
0.000,0.989,0.000,0.200,0.054,0.041,0.106,0.019,0.324,0.035,0.000,0.003,0.496,0.644,0.602,0.557,0.041,0.000,0.138,0.016
0.286,0.989,0.000,0.133,0.042,0.000,0.094,0.097,0.025,0.072,0.276,0.006,0.312,0.507,0.441,0.432,0.639,0.000,0.298,0.048
0.000,0.989,0.000,0.200,0.070,0.000,0.092,0.073,0.320,0.064,0.000,0.000,0.199,0.575,0.839,0.739,0.278,0.000,0.309,0.048
0.143,0.978,0.636,0.633,0.234,0.000,0.182,0.272,0.229,0.477,0.000,0.012,0.426,0.849,0.645,0.818,0.021,0.055,0.043,0.113
0.857,0.978,0.909,0.600,0.052,0.000,0.117,0.141,0.324,0.045,0.000,0.000,1.000,0.479,0.849,0.409,0.371,0.000,0.085,0.097
0.000,0.978,0.455,0.767,0.266,0.116,0.354,0.375,0.396,0.991,0.345,0.000,0.461,0.726,0.430,0.773,0.010,0.000,0.106,0.016
0.000,0.989,0.000,0.200,0.036,0.000,0.032,0.010,0.171,0.015,0.000,0.000,0.397,0.781,0.624,0.477,0.021,0.000,0.064,0.097
