artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
0.000,0.989,0.000,0.900,0.011,0.000,0.042,0.042,0.265,0.066,0.000,0.000,0.496,0.904,0.914,0.875,0.165,0.000,0.053,0.048
0.000,0.978,0.909,0.600,0.033,0.000,0.049,0.064,0.131,0.047,0.224,0.004,0.532,0.384,0.667,0.500,0.619,0.000,0.085,0.258
0.000,0.914,0.545,0.767,0.036,0.000,0.100,0.004,0.000,0.029,0.000,0.001,0.121,0.329,0.430,0.761,0.082,1.000,0.064,0.016
0.000,0.903,0.000,0.000,0.624,0.000,0.616,0.540,0.469,0.004,0.000,0.029,0.099,0.753,0.581,0.409,0.485,0.000,0.160,0.016
0.000,0.957,0.818,0.100,0.119,0.000,0.152,0.070,0.422,0.273,0.000,0.000,0.163,0.110,0.290,0.614,0.485,0.297,0.191,0.161
0.000,0.978,1.000,0.767,0.009,0.061,0.086,0.012,0.385,0.006,0.000,0.008,0.525,0.288,0.151,0.330,0.722,0.000,0.096,0.032
0.143,0.989,0.000,0.433,0.018,0.014,0.079,0.052,0.378,0.095,0.017,0.000,0.418,0.685,0.688,0.841,0.567,0.000,0.926,0.081
0.000,0.957,0.818,0.100,0.048,0.000,0.055,0.012,0.244,0.068,0.000,0.000,0.106,0.219,0.441,0.523,0.753,0.000,0.064,0.306
0.143,0.989,0.091,0.100,0.020,0.000,0.022,0.063,0.004,0.027,0.000,0.000,0.390,0.836,0.538,0.477,0.485,0.000,0.096,0.613
0.000,0.957,0.818,0.100,0.068,0.000,0.076,0.031,0.313,0.142,0.000,0.002,0.106,0.452,0.161,0.420,0.948,0.791,0.085,0.016
0.143,0.989,0.091,0.100,0.019,0.000,0.017,0.012,0.000,0.030,0.000,0.000,0.369,0.945,0.624,0.875,0.113,0.000,0.223,0.355
0.143,0.957,0.455,0.600,0.283,0.014,0.671,0.674,0.182,0.002,0.017,0.008,0.369,0.726,0.785,0.489,0.041,0.000,0.053,0.016
0.143,0.957,0.364,0.500,0.088,0.000,0.125,0.019,0.025,0.056,0.000,0.001,0.532,0.534,0.452,0.727,0.103,0.000,0.681,0.145
0.000,0.957,1.000,0.167,0.254,0.007,0.389,0.366,0.258,0.533,0.034,0.005,0.241,0.616,0.570,0.773,0.021,0.000,0.074,0.048
0.143,0.968,0.091,0.933,0.092,0.136,0.205,0.077,0.153,0.103,0.000,0.000,0.199,0.699,0.591,0.886,0.031,0.000,0.053,0.048
0.000,0.656,0.727,0.767,0.179,0.000,0.100,0.067,0.098,0.001,0.000,0.045,0.291,0.288,0.043,0.125,0.763,0.462,0.085,0.016
0.143,0.989,0.182,0.333,0.066,0.000,0.081,0.103,0.007,0.052,0.190,0.000,0.418,0.795,0.688,0.614,0.175,0.000,0.074,0.323
0.143,0.989,0.182,0.100,0.115,0.027,0.204,0.275,0.145,0.505,0.155,0.037,0.213,0.726,0.989,0.693,0.186,0.000,0.319,0.032
0.000,0.989,0.000,0.667,0.102,0.218,0.184,0.068,0.058,0.054,0.017,0.002,0.220,0.877,0.839,0.500,0.103,0.000,0.021,0.097
0.000,0.978,0.909,0.333,0.088,0.014,0.147,0.183,0.411,0.185,0.017,0.004,0.191,0.795,0.387,0.727,0.155,0.000,0.064,0.097
0.000,0.989,0.182,0.067,0.035,0.020,0.062,0.043,0.145,0.032,0.017,0.001,0.418,0.986,0.344,0.318,0.361,0.000,0.074,0.419
0.000,0.989,0.182,0.067,0.003,0.014,0.055,0.018,0.015,0.000,0.000,0.000,0.050,0.562,0.774,0.398,0.722,0.099,0.096,0.032
0.000,0.989,0.091,0.100,0.035,0.000,0.033,0.039,0.004,0.060,0.000,0.000,0.043,0.068,0.237,0.125,0.196,0.000,0.287,0.016
0.143,0.989,0.091,0.000,0.017,0.014,0.056,0.067,0.000,0.102,0.017,0.001,0.496,0.753,0.548,0.545,0.041,0.000,0.074,0.097
0.000,0.796,0.364,0.100,0.055,0.014,0.142,0.027,0.298,0.000,0.000,0.005,0.213,0.795,0.559,0.693,0.041,0.000,0.021,0.355
0.143,0.989,0.182,0.067,0.008,0.000,0.026,0.010,0.040,0.013,0.000,0.000,0.043,0.493,0.710,0.739,0.577,0.000,0.085,0.613
0.000,0.978,0.273,0.967,0.053,0.014,0.106,0.043,0.007,0.036,0.017,0.000,0.816,0.781,0.720,0.670,0.062,0.000,0.074,0.565
0.000,0.989,0.091,0.567,0.055,0.000,0.052,0.063,0.000,0.025,0.000,0.000,0.603,0.575,0.075,0.557,0.000,0.000,0.096,0.113
0.000,0.989,0.091,0.567,0.013,0.075,0.081,0.024,0.149,0.013,0.017,0.001,0.879,0.438,0.882,0.398,0.412,0.000,0.043,0.032
0.000,0.989,0.091,0.467,0.006,0.000,0.049,0.015,0.076,0.007,0.000,0.009,0.142,0.671,0.548,0.625,0.505,0.000,0.043,0.032
0.000,0.989,0.091,0.567,0.016,0.109,0.086,0.040,0.305,0.033,0.121,0.012,0.532,0.493,0.742,0.409,0.454,0.000,0.330,0.016
0.143,0.892,0.545,0.500,0.029,0.000,0.029,0.000,0.000,0.014,0.000,0.000,0.113,0.740,0.688,0.693,0.062,0.000,0.149,0.290
0.143,0.989,0.091,0.800,0.032,0.000,0.041,0.039,0.004,0.020,0.000,0.000,0.277,0.781,0.215,0.636,0.021,0.000,0.064,0.032
0.000,0.978,0.727,0.067,0.037,0.000,0.093,0.024,0.018,0.044,0.000,0.007,0.454,0.260,0.312,0.398,0.639,0.000,0.053,0.065
0.000,0.968,0.091,0.933,0.022,0.000,0.084,0.019,0.004,0.015,0.000,0.001,0.206,0.726,0.828,0.807,0.206,0.000,0.234,0.032
0.000,0.484,0.818,1.000,0.758,0.020,0.593,0.478,0.589,0.006,0.138,0.018,0.043,0.247,0.204,0.352,0.278,0.000,0.287,0.048
0.000,0.946,0.182,0.500,0.069,0.000,0.324,0.016,0.036,0.274,0.000,0.007,0.574,0.493,0.204,0.420,0.680,0.000,0.128,0.065
0.000,0.968,0.182,0.867,0.185,0.000,0.215,0.347,0.298,0.545,0.017,0.001,0.270,0.630,0.925,0.898,0.052,0.000,0.277,0.097
0.000,0.892,0.000,0.000,0.962,0.231,0.532,0.469,0.582,0.006,0.017,0.048,0.418,0.411,0.667,0.784,0.000,0.000,0.138,0.048
0.000,0.978,0.364,0.667,0.061,0.000,0.180,0.015,0.000,0.072,0.000,0.000,0.702,0.644,0.720,0.557,0.247,0.000,0.043,0.177
0.000,0.978,0.727,0.300,0.027,0.000,0.071,0.003,0.000,0.012,0.000,0.010,0.518,0.630,0.333,0.545,0.124,0.000,0.074,0.113
0.000,0.968,0.818,0.233,0.042,0.000,0.092,0.054,0.007,0.011,0.000,0.015,0.433,0.603,0.355,0.420,0.134,0.000,0.074,0.597
0.143,0.935,0.091,0.700,0.442,0.143,0.595,0.500,0.684,0.003,0.052,0.031,0.270,0.521,0.462,0.636,0.031,0.000,0.149,0.032
0.143,0.925,0.364,1.000,0.530,0.000,0.700,0.469,0.578,0.002,0.000,0.046,0.213,0.712,0.645,0.489,0.423,0.000,0.085,0.016
0.000,0.989,0.091,0.700,0.005,0.000,0.037,0.013,0.240,0.010,0.000,0.000,0.957,0.219,0.258,0.773,0.041,0.000,0.032,0.435
0.143,0.871,0.000,0.000,0.809,0.000,0.393,0.323,0.495,0.007,0.017,0.000,0.454,0.863,0.763,0.489,0.557,0.000,0.074,0.032
0.143,0.957,0.455,0.900,0.049,0.000,0.064,0.022,0.175,0.051,0.000,0.003,0.234,0.616,0.312,0.386,0.392,0.000,0.351,0.194
0.000,0.989,0.273,0.233,0.165,0.000,0.188,0.243,0.116,0.141,0.259,0.013,0.298,0.932,0.301,0.534,0.031,0.000,0.085,0.129
0.000,0.989,0.182,0.733,0.020,0.000,0.065,0.048,0.000,0.020,0.000,0.000,0.773,0.479,0.559,0.841,0.052,0.000,0.043,0.032
0.000,0.989,0.091,0.533,0.047,0.143,0.114,0.101,0.087,0.044,0.017,0.000,0.191,0.301,0.247,0.659,0.330,0.000,0.106,0.194
0.143,0.989,0.182,0.800,0.050,0.007,0.094,0.082,0.011,0.033,0.000,0.000,0.177,0.795,0.591,0.841,0.093,0.000,0.085,0.048
0.000,0.989,0.182,1.000,0.039,0.000,0.069,0.112,0.040,0.045,0.000,0.015,0.582,0.507,0.581,0.682,0.021,0.000,0.585,0.032
0.000,0.989,0.273,0.000,0.022,0.000,0.052,0.031,0.000,0.032,0.000,0.000,0.553,0.616,0.398,0.523,0.165,0.000,0.074,0.161
0.000,0.914,0.000,0.333,0.226,0.000,0.250,0.118,0.291,0.257,0.052,0.010,0.255,0.726,0.634,0.705,0.031,0.000,0.074,0.016
0.000,0.989,0.273,0.133,0.014,0.054,0.083,0.042,0.451,0.013,0.000,0.001,0.376,0.644,0.538,0.705,0.000,0.000,0.319,0.032
0.286,0.989,0.182,0.567,0.056,0.000,0.074,0.073,0.062,0.031,0.000,0.000,0.234,0.822,0.634,0.739,0.144,0.000,0.138,0.065
0.000,0.989,0.273,0.167,0.004,0.000,0.024,0.016,0.000,0.007,0.000,0.000,0.518,0.671,0.194,0.420,0.247,0.000,0.064,0.065
0.000,0.914,0.000,0.000,0.174,0.000,0.183,0.231,0.018,0.592,0.000,0.006,0.348,0.493,0.280,0.602,0.010,0.000,0.053,0.032
0.143,0.989,0.273,0.200,0.017,0.000,0.020,0.036,0.000,0.053,0.000,0.000,0.816,0.548,0.441,0.625,0.351,0.000,0.064,0.097
0.000,0.978,0.727,0.267,0.036,0.061,0.110,0.077,0.091,0.033,0.000,0.010,0.567,0.452,0.398,0.545,0.010,0.000,0.106,0.016
0.286,0.989,0.000,0.967,0.010,0.027,0.051,0.039,0.011,0.040,0.000,0.000,0.355,0.753,0.634,0.625,0.010,0.000,0.043,0.032
0.286,0.989,0.182,1.000,0.016,0.000,0.048,0.021,0.000,0.011,0.000,0.000,0.121,0.767,0.473,0.852,0.134,0.000,0.191,0.339
0.000,0.989,0.273,0.233,0.021,0.000,0.027,0.046,0.033,0.015,0.000,0.001,0.716,0.644,0.194,0.591,0.021,0.000,0.074,0.516
0.286,0.989,0.182,0.967,0.005,0.014,0.032,0.018,0.007,0.004,0.000,0.000,0.191,0.863,0.935,0.795,0.299,0.000,0.606,0.226
0.000,0.989,0.273,0.233,0.012,0.014,0.040,0.016,0.022,0.012,0.000,0.016,0.305,0.658,0.548,0.398,0.763,0.000,0.085,0.065
0.000,0.989,0.182,0.800,0.004,0.000,0.034,0.007,0.000,0.004,0.000,0.001,0.135,0.658,0.634,0.409,0.464,0.000,0.085,0.016
0.000,0.989,0.182,0.800,0.023,0.000,0.043,0.030,0.015,0.053,0.000,0.001,0.213,0.630,0.925,0.932,0.062,0.000,0.340,0.032
0.429,0.989,0.182,0.533,0.016,0.000,0.048,0.048,0.000,0.050,0.000,0.000,0.496,0.959,0.785,0.409,0.258,0.000,0.106,0.403
0.000,0.957,1.000,0.400,0.142,0.000,0.276,0.185,0.087,0.261,0.000,0.008,0.319,0.466,0.022,0.205,0.866,0.000,0.064,0.016
0.143,0.710,0.909,0.767,0.025,0.000,0.029,0.068,0.029,0.062,0.000,0.000,0.163,0.904,0.591,0.625,0.052,0.000,0.170,0.081
0.000,0.989,0.182,0.967,0.005,0.014,0.038,0.040,0.007,0.032,0.000,0.000,0.383,0.877,0.258,0.466,0.124,0.000,0.074,0.129
0.000,0.989,0.182,0.567,0.012,0.000,0.057,0.009,0.684,0.021,0.000,0.000,0.390,0.479,0.720,0.807,0.155,0.000,0.043,0.629
0.000,0.925,0.727,0.733,0.234,0.000,0.463,0.341,0.207,0.001,0.034,0.075,0.404,0.863,1.000,0.807,0.371,0.000,0.064,0.065
0.143,0.989,0.182,0.567,0.011,0.000,0.053,0.015,0.007,0.013,0.000,0.001,0.234,0.753,0.849,0.750,0.423,0.000,0.255,0.097
0.000,0.957,1.000,0.400,0.159,0.007,0.218,0.126,0.087,0.205,0.000,0.002,0.532,0.301,0.226,0.852,0.216,0.000,0.106,0.065
0.286,0.892,0.000,0.000,1.000,0.000,0.252,0.302,0.004,0.008,0.000,0.000,0.362,0.767,0.892,0.818,0.041,0.000,0.074,0.032
0.000,0.978,0.455,0.800,0.064,0.000,0.135,0.048,0.022,0.047,0.000,0.001,0.418,0.863,0.624,0.455,0.526,0.000,0.340,0.306
0.714,0.989,0.091,0.800,0.017,0.000,0.033,0.051,0.142,0.031,0.000,0.000,0.284,0.932,0.742,0.716,0.134,0.000,0.064,0.210
0.000,0.989,0.273,0.133,0.003,0.000,0.015,0.024,0.051,0.007,0.000,0.000,0.376,0.616,0.215,0.557,0.454,0.000,0.032,0.016
0.000,0.903,0.455,0.633,0.355,0.020,0.604,0.339,0.382,0.003,0.000,0.088,0.305,0.521,0.172,0.330,0.629,0.000,0.074,0.048
0.000,0.914,0.909,0.267,0.429,0.034,0.573,0.430,0.316,0.002,0.000,0.038,0.248,0.521,0.527,0.330,0.866,0.000,0.266,0.677
0.000,0.989,0.364,0.400,0.104,0.000,0.081,0.077,0.058,0.067,0.000,0.216,0.532,0.795,0.376,0.648,0.392,0.000,0.096,0.194
0.000,0.989,0.273,0.433,0.170,0.000,0.195,0.360,0.178,0.279,0.362,0.025,0.312,0.836,0.731,0.739,0.103,0.000,0.330,0.081
0.286,0.989,0.364,0.400,0.087,0.000,0.064,0.057,0.047,0.033,0.000,0.000,0.255,0.753,0.387,0.739,0.371,0.000,0.149,0.403
0.000,0.989,0.364,0.167,0.042,0.000,0.125,0.040,0.160,0.025,0.000,0.005,0.092,0.452,0.613,0.920,0.371,0.000,0.160,0.468
0.000,0.989,0.364,0.167,0.020,0.041,0.113,0.010,0.109,0.013,0.017,0.001,0.199,0.767,0.194,0.523,0.320,0.000,0.096,0.048
0.000,0.989,0.364,0.400,0.048,0.000,0.042,0.006,0.018,0.012,0.000,0.054,0.156,0.397,0.301,0.841,0.247,0.000,0.149,0.661
0.143,0.989,0.364,0.400,0.058,0.000,0.034,0.006,0.000,0.023,0.000,0.000,0.624,0.438,0.495,0.784,0.196,0.000,0.085,0.532
0.000,0.989,0.364,0.167,0.022,0.000,0.085,0.010,0.076,0.011,0.000,0.000,0.546,0.877,0.957,0.568,0.289,0.000,0.149,0.048
0.000,0.989,0.364,0.400,0.065,0.000,0.047,0.030,0.036,0.034,0.000,0.000,0.220,0.849,0.398,0.386,0.402,0.000,0.096,0.306
0.143,0.989,0.364,0.367,0.055,0.000,0.073,0.063,0.102,0.044,0.000,0.000,0.426,0.370,0.376,0.784,0.041,0.000,0.085,0.500
0.000,0.989,0.364,0.167,0.027,0.000,0.083,0.013,0.040,0.023,0.017,0.000,0.142,0.658,0.419,0.636,0.237,0.000,0.064,0.048
0.143,0.989,0.364,0.400,0.057,0.000,0.033,0.033,0.000,0.024,0.000,0.000,0.532,0.945,0.796,0.545,0.474,0.000,0.117,0.113
0.143,0.989,0.364,0.167,0.033,0.054,0.129,0.012,0.091,0.018,0.017,0.000,0.929,0.589,0.581,0.795,0.237,0.000,0.202,0.290
0.000,0.989,0.364,0.400,0.051,0.000,0.034,0.004,0.025,0.013,0.000,0.001,0.489,0.753,0.505,0.386,0.711,0.000,0.117,0.113
0.143,0.989,0.364,0.167,0.022,0.000,0.093,0.012,0.109,0.013,0.017,0.001,0.270,0.781,0.441,0.602,0.784,0.000,0.074,0.581
0.000,0.989,0.364,0.167,0.016,0.020,0.091,0.015,0.087,0.011,0.000,0.000,0.461,0.808,0.495,0.659,0.124,0.000,0.106,0.048
0.143,0.989,0.364,0.400,0.030,0.000,0.019,0.006,0.004,0.006,0.000,0.000,0.305,0.575,0.516,0.682,0.320,0.000,0.053,0.548
0.286,0.989,0.364,0.400,0.043,0.000,0.023,0.013,0.000,0.008,0.000,0.000,0.411,0.521,0.667,0.705,0.546,0.000,0.309,0.710
0.000,0.989,0.364,0.167,0.019,0.190,0.109,0.007,0.102,0.009,0.000,0.000,0.617,0.836,0.753,0.682,0.216,0.000,0.160,0.065
0.143,0.989,0.364,0.167,0.031,0.048,0.086,0.015,0.109,0.013,0.000,0.035,0.305,0.753,0.548,0.580,0.608,0.000,0.043,0.032
0.000,0.989,0.364,0.400,0.027,0.000,0.017,0.001,0.000,0.005,0.000,0.000,0.050,0.452,0.559,0.432,0.784,0.000,0.053,0.548
0.000,0.989,0.364,0.167,0.015,0.000,0.077,0.006,0.055,0.010,0.000,0.000,0.397,0.863,0.677,0.636,0.433,0.000,0.340,0.081
0.286,0.989,0.364,0.400,0.043,0.000,0.021,0.010,0.000,0.007,0.000,0.000,0.518,0.466,0.720,0.830,0.196,0.000,0.128,0.435
0.000,0.989,0.364,0.167,0.018,0.007,0.076,0.012,0.044,0.009,0.000,0.000,0.872,0.370,0.398,0.466,0.711,0.000,0.096,0.065
0.143,0.989,0.091,0.433,0.025,0.000,0.083,0.071,0.015,0.035,0.017,0.000,0.319,0.781,0.237,0.864,0.237,0.000,0.085,0.306
0.000,0.989,0.364,0.167,0.020,0.020,0.076,0.010,0.091,0.012,0.000,0.000,0.284,0.795,0.785,0.795,0.196,0.000,0.468,0.097
0.000,0.989,0.364,0.167,0.022,0.000,0.057,0.013,0.025,0.014,0.000,0.001,0.376,0.548,0.602,0.693,0.052,0.000,0.064,0.468
0.143,0.957,0.364,1.000,0.180,0.102,0.352,0.241,0.422,0.364,0.121,0.000,0.787,0.521,0.215,0.602,0.619,0.000,0.223,0.468
0.000,0.989,0.364,0.167,0.037,0.000,0.041,0.052,0.000,0.003,0.000,0.000,0.660,0.822,0.398,0.636,0.000,0.110,0.085,0.097
0.000,0.989,0.364,0.167,0.016,0.000,0.066,0.009,0.073,0.008,0.000,0.000,0.355,0.849,0.731,0.557,0.093,0.000,0.489,0.161
0.000,0.925,0.000,0.467,0.055,0.000,0.157,0.015,0.007,0.154,0.000,0.000,0.319,0.384,0.473,0.830,0.000,0.000,0.021,0.016
0.143,0.989,0.364,0.400,0.035,0.000,0.016,0.001,0.000,0.003,0.000,0.000,0.773,0.685,0.237,0.511,0.309,0.000,0.330,0.484
0.143,0.989,0.273,0.933,0.015,0.000,0.057,0.024,0.295,0.024,0.000,0.000,0.461,0.932,0.935,0.989,0.031,0.000,0.000,0.113
0.000,0.989,0.273,0.933,0.041,0.054,0.103,0.071,0.145,0.089,0.017,0.220,0.092,0.178,0.280,0.511,0.351,0.000,0.117,0.048
0.000,0.989,0.364,0.400,0.020,0.000,0.011,0.000,0.000,0.000,0.000,0.000,0.277,0.288,0.753,0.375,0.907,0.000,0.064,0.113
0.000,0.989,0.364,0.400,0.042,0.000,0.063,0.138,0.044,0.178,0.190,0.003,0.397,0.562,0.817,0.898,0.000,0.000,0.096,0.065
0.000,0.989,0.182,0.300,0.010,0.000,0.015,0.015,0.015,0.004,0.000,0.000,0.284,0.822,0.301,0.830,0.144,0.000,0.096,0.032
0.000,0.989,0.273,0.700,0.038,0.000,0.066,0.077,0.033,0.047,0.000,0.001,0.113,0.205,0.172,0.648,0.093,0.000,0.064,0.097
0.000,0.989,0.364,0.400,0.028,0.000,0.011,0.003,0.000,0.010,0.000,0.000,0.745,0.192,0.108,0.170,0.825,0.000,0.085,0.032
0.000,0.989,0.364,0.400,0.029,0.000,0.010,0.001,0.000,0.004,0.000,0.000,0.092,0.274,0.602,0.330,0.784,0.011,0.479,0.581
0.000,0.989,0.273,0.933,0.044,0.000,0.069,0.042,0.153,0.024,0.000,0.000,0.426,0.890,0.258,0.648,0.062,0.000,0.106,0.468
0.000,0.989,0.364,0.400,0.036,0.000,0.014,0.003,0.000,0.004,0.000,0.000,0.191,0.589,0.269,0.636,0.237,0.000,0.053,0.081
0.000,0.989,0.273,0.700,0.013,0.027,0.043,0.024,0.040,0.018,0.000,0.000,0.532,0.836,0.613,0.375,0.320,0.000,0.064,0.113
0.143,0.989,0.273,0.800,0.017,0.000,0.044,0.028,0.000,0.007,0.000,0.000,0.220,0.521,0.301,0.920,0.258,0.000,0.074,0.113
0.000,0.989,0.364,0.400,0.022,0.000,0.010,0.000,0.000,0.003,0.000,0.000,0.376,0.589,0.849,0.386,0.866,0.000,0.170,0.274
0.143,0.989,0.091,0.167,0.006,0.041,0.077,0.015,0.080,0.003,0.000,0.000,0.191,0.658,0.677,0.580,0.072,0.000,0.032,0.032
0.143,0.989,0.364,0.400,0.035,0.000,0.009,0.004,0.000,0.002,0.000,0.000,0.532,0.356,0.495,0.318,0.897,0.000,0.085,0.532
0.143,0.989,0.273,0.000,0.024,0.014,0.050,0.034,0.058,0.009,0.000,0.005,0.773,0.616,0.441,0.705,0.186,0.000,0.085,0.371
0.143,0.989,0.000,0.833,0.085,0.000,0.081,0.201,0.269,0.122,0.017,0.019,0.440,0.740,0.527,0.784,0.196,0.000,0.277,0.032
0.143,0.989,0.364,0.167,0.031,0.000,0.033,0.022,0.011,0.003,0.000,0.000,0.220,0.658,0.355,0.489,0.639,0.000,0.085,0.548
0.143,0.989,0.273,0.933,0.025,0.000,0.029,0.039,0.004,0.017,0.000,0.000,0.603,0.808,0.839,0.648,0.134,0.000,0.085,0.065
0.000,0.989,0.273,0.400,0.011,0.000,0.037,0.007,0.105,0.014,0.000,0.000,0.248,0.877,0.452,0.580,0.010,0.000,0.106,0.226
0.000,0.978,1.000,0.767,0.022,0.000,0.018,0.046,0.000,0.020,0.000,0.002,0.284,0.685,0.591,0.818,0.134,0.000,0.064,0.065
0.000,0.989,0.364,0.033,0.011,0.000,0.062,0.027,0.273,0.009,0.000,0.000,0.277,0.863,0.419,0.602,0.052,0.000,0.106,0.194
0.000,0.989,0.182,0.733,0.024,0.000,0.050,0.034,0.004,0.015,0.000,0.000,0.631,0.425,0.441,0.795,0.010,0.000,0.149,0.048
0.000,0.989,0.091,0.700,0.025,0.000,0.015,0.063,0.185,0.033,0.000,0.000,0.106,0.329,0.312,0.841,0.186,0.000,0.074,0.048
0.143,0.989,0.273,0.767,0.006,0.014,0.065,0.006,0.127,0.011,0.017,0.001,0.603,0.411,0.108,0.386,0.660,0.000,0.106,0.016
0.000,0.731,0.182,1.000,0.247,0.061,0.347,0.204,0.018,0.598,0.000,0.000,0.645,0.123,0.484,0.716,0.000,0.000,0.064,0.032
0.000,0.989,0.364,0.233,0.055,0.000,0.019,0.043,0.000,0.031,0.000,0.000,0.234,0.726,0.806,0.818,0.186,0.000,0.032,0.516
0.000,0.957,0.909,0.200,0.007,0.007,0.066,0.007,0.000,0.005,0.000,0.000,0.191,0.479,0.247,0.307,0.887,0.000,0.064,0.016
0.000,0.989,0.364,0.167,0.028,0.000,0.036,0.039,0.007,0.015,0.000,0.002,0.560,0.329,0.032,0.466,0.330,0.000,0.043,0.032
0.000,0.935,0.818,0.633,0.042,0.000,0.050,0.016,0.022,0.026,0.000,0.001,0.603,0.192,0.247,0.534,0.082,0.000,0.106,0.016
0.000,0.978,0.636,0.267,0.015,0.000,0.050,0.063,0.033,0.025,0.017,0.001,0.518,0.644,0.290,0.398,0.866,0.000,0.064,0.597
0.000,0.989,0.455,0.300,0.015,0.000,0.082,0.048,0.400,0.027,0.000,0.000,0.759,0.452,0.688,0.909,0.041,0.000,0.319,0.274
0.000,0.989,0.455,0.300,0.013,0.000,0.089,0.007,0.480,0.017,0.000,0.003,0.085,0.671,0.710,0.830,0.021,0.000,0.011,0.242
0.000,0.989,0.364,0.633,0.084,0.007,0.090,0.119,0.040,0.068,0.000,0.001,0.298,0.671,0.344,0.716,0.268,0.066,0.085,0.032
0.000,0.989,0.364,0.633,0.060,0.020,0.099,0.043,0.036,0.081,0.000,0.000,0.348,0.384,0.376,0.227,0.928,0.000,0.074,0.032
0.000,0.989,0.455,0.300,0.006,0.000,0.031,0.007,0.145,0.012,0.000,0.000,0.369,0.548,0.269,0.477,0.443,0.000,0.234,0.032
0.000,0.989,0.364,0.633,0.052,0.000,0.079,0.031,0.040,0.041,0.000,0.000,0.574,0.630,0.634,0.409,0.495,0.000,0.160,0.032
0.000,0.989,0.364,0.167,0.086,0.000,0.121,0.118,0.047,0.095,0.000,0.018,0.674,0.781,0.753,0.580,0.082,0.000,0.117,0.387
0.429,0.989,0.455,0.300,0.043,0.000,0.037,0.051,0.000,0.030,0.000,0.000,0.390,0.890,0.118,0.534,0.010,0.000,0.053,0.065
0.286,0.989,0.364,0.867,0.075,0.000,0.051,0.109,0.164,0.122,0.000,0.000,0.248,0.808,0.774,0.693,0.165,0.000,0.053,0.048
0.000,0.989,0.455,0.300,0.005,0.000,0.021,0.000,0.065,0.006,0.000,0.000,0.660,0.507,0.688,0.852,0.041,0.000,0.223,0.145
0.000,0.989,0.364,0.633,0.043,0.000,0.074,0.030,0.011,0.040,0.000,0.000,0.546,0.452,0.387,0.511,0.742,0.000,0.074,0.032
0.429,0.989,0.364,0.633,0.067,0.020,0.090,0.054,0.004,0.032,0.000,0.001,0.745,0.781,0.785,0.864,0.113,0.000,0.149,0.194
0.143,0.989,0.364,0.867,0.040,0.000,0.053,0.034,0.004,0.045,0.017,0.000,0.135,0.658,0.376,0.875,0.021,0.000,0.511,0.371
0.000,0.989,0.364,0.633,0.062,0.034,0.084,0.064,0.102,0.081,0.000,0.218,0.525,0.479,0.280,0.420,0.144,0.000,0.064,0.016
0.000,0.559,0.000,0.000,0.100,0.000,0.053,0.080,0.276,0.924,0.000,0.000,0.610,0.685,0.903,0.659,0.206,0.000,0.309,0.048
0.143,0.989,0.455,0.233,0.026,0.000,0.067,0.039,0.058,0.017,0.000,0.001,0.447,0.808,0.409,0.750,0.062,0.000,0.638,0.065
0.000,0.989,0.364,0.633,0.036,0.000,0.063,0.019,0.007,0.032,0.000,0.000,0.376,0.452,0.172,0.511,0.691,0.000,0.032,0.048
0.000,0.989,0.364,0.633,0.037,0.000,0.054,0.010,0.004,0.015,0.000,0.000,0.837,0.575,0.903,0.716,0.371,0.154,0.181,0.016
0.000,0.989,0.455,0.267,0.019,0.000,0.025,0.076,0.051,0.020,0.000,0.000,0.128,0.548,0.269,0.602,0.041,0.000,0.160,0.032
0.143,0.989,0.091,0.567,0.096,0.088,0.104,0.162,0.138,0.309,0.017,0.035,0.404,0.849,0.409,0.807,0.062,0.000,0.149,0.194
0.000,0.989,0.364,0.633,0.039,0.007,0.064,0.012,0.004,0.018,0.000,0.000,0.709,0.671,0.925,0.443,0.330,0.000,0.160,0.339
0.000,0.989,0.364,0.633,0.040,0.000,0.051,0.027,0.004,0.029,0.000,0.000,0.291,0.822,0.925,0.625,0.361,0.055,0.064,0.032
0.143,0.989,0.364,0.800,0.016,0.000,0.043,0.028,0.000,0.015,0.000,0.000,0.085,0.795,0.688,0.557,0.856,0.000,0.085,0.516
0.000,0.903,0.000,0.000,0.097,0.000,0.159,0.134,0.080,0.375,0.000,0.120,0.184,0.466,0.280,0.909,0.103,0.000,0.319,0.097
0.000,0.989,0.364,0.067,0.047,0.000,0.064,0.094,0.029,0.277,0.034,0.110,0.589,0.384,0.183,0.614,0.052,0.000,0.404,0.016
0.000,0.989,0.364,0.633,0.035,0.007,0.051,0.022,0.004,0.024,0.000,0.000,0.348,0.658,0.925,0.818,0.320,0.022,0.106,0.016
0.143,0.989,0.455,0.300,0.073,0.014,0.080,0.159,0.276,0.088,0.017,0.009,0.390,0.932,0.634,0.773,0.124,0.011,0.074,0.048
0.143,0.989,0.455,0.033,0.016,0.000,0.037,0.000,0.000,0.002,0.000,0.000,0.191,0.822,0.559,0.830,0.103,0.000,0.064,0.048
0.000,0.925,0.909,0.300,0.165,0.000,0.120,0.049,0.218,0.110,0.017,0.000,0.376,0.452,0.226,0.409,0.010,0.033,0.043,0.016
